,tournament_id,group_id,tournament_type,tournament_progression,tournament_name,tournament_start,tournament_end
0,60063,15028,1,Standard,TILT Season 7: Playoffs,2023-07-25,2023-07-25
1,60062,14942,1,Standard,WARRBL Season 7 Consolation PLAYOOFS,2023-07-25,2023-07-25
2,60044,2294,1,Standard,Royal Rookie Rumble 551,2023-07-18,2023-07-18
3,60043,15084,1,Standard,The Dead Rubber X,2023-07-18,2023-07-18
4,60042,15084,1,Standard,Secret Smack X,2023-07-18,2023-07-18
5,60039,16228,1,Standard,Playoffs Season 2,2023-07-17,2023-07-17
6,60036,15448,2,Standard,BTSX BDL III: Fumbblrooski,2023-07-16,2023-07-16
7,60034,14720,1,Standard,[SL20] Old World Rookie Rumble #16,2023-07-16,2023-07-16
8,60031,16542,3,Standard,Season 1,2023-07-14,2023-07-14
9,60018,13755,3,Standard,Steel Force Cup 24,2023-07-12,2023-07-12
10,60016,16230,1,Standard,Playoffs,2023-07-12,2023-07-12
11,60013,14720,1,Standard,[SL20] Old World Rookie Rumble #15,2023-07-11,2023-07-11
12,60010,10863,1,Standard,DACH BotR,2023-07-11,2023-07-11
13,60009,10863,1,Standard,DACH PO Viertelfinale ,2023-07-11,2023-07-11
14,60008,13259,2,Standard,The Incredibly Busy Trophy,2023-07-10,2023-07-10
15,60006,10455,2,Standard,"CIBBL - Y11, Spring - Youngbloods XXXV",2023-07-10,2023-07-10
16,60005,15748,2,Standard,GRBBL S8: Regular Season,2023-07-08,2023-07-08
17,60003,14720,1,Standard,[SL20] Old World Rookie Rumble #14,2023-07-06,2023-07-06
18,60002,2299,1,Standard,Grotty Little Tournament XVII,2023-07-06,2023-07-06
19,60001,15028,2,Standard,TILT Season 7: Division B,2023-07-06,2023-07-06
20,60000,15028,2,Standard,TILT Season 7: Division A,2023-07-06,2023-07-06
21,59999,7922,5,Standard,FUMBBL Brawl XI - Mid,2023-07-05,2023-07-05
22,59998,16019,3,Standard,Open Pool 4,2023-07-05,2023-07-05
23,59997,16019,4,Standard,WC Swiss Tournament 2,2023-07-05,2023-07-05
24,59996,16527,2,Standard,Liga Huitlacoche,2023-07-05,2023-07-05
25,59992,2294,1,Standard,Royal Rookie Rumble 550,2023-07-04,2023-07-04
26,59987,15449,3,Standard,Rookie Bowl Vesele Lito 4,2023-07-02,2023-07-02
27,59985,14726,1,Standard,FA Cup - Season π,2023-07-01,2023-07-01
28,59984,15259,3,Standard,Secondo torneo di prova Mondiale,2023-06-30,2023-06-30
29,59981,12183,1,Standard,Liga por el puñetero Coronavirus VIII - Play Offs,2023-06-29,2023-06-29
30,59973,15287,2,Standard,EFFC Summer '23,2023-06-29,2023-06-29
31,59972,11676,5,Standard,XXXII LEGA GLADIO - Play Off,2023-06-29,2023-06-29
32,59970,15469,1,Standard,BCS National Championship Playoff - NCBB Season 42,2023-06-29,2023-06-29
33,59969,15469,1,Standard,Uluthan's Rose Bowl - NCBB Season 42,2023-06-29,2023-06-29
34,59968,15469,1,Standard,DeadEx Orange Bowl - NCBB Season 42,2023-06-29,2023-06-29
35,59967,15469,1,Standard,Tossit-os Fiesta Bowl - NCBB Season 42,2023-06-29,2023-06-29
36,59966,15469,1,Standard,Kroxorade Cotton Bowl Classic - NCBB Season 42,2023-06-29,2023-06-29
37,59965,15469,1,Standard,Killer Lite Bowl - NCBB Season 42,2023-06-29,2023-06-29
38,59963,15469,1,Standard,Penultimate Chumpionshit McNurgles Series SemiFail,2023-06-29,2023-06-29
39,59962,15469,1,Standard,Penultimate Chumpionshit McNurgles Series SemiFail,2023-06-29,2023-06-29
40,59961,10738,1,Standard,Season IX Exhibition,2023-06-29,2023-06-29
41,59959,10738,1,Standard,Season IX Playoffs,2023-06-29,2023-06-29
42,59955,7922,5,Standard,FUMBBL Brawl X - Lo,2023-06-28,2023-06-28
43,59954,15449,1,Standard,Rose El Champion Final,2023-06-28,2023-06-28
44,59951,15917,2,Standard,Online League,2023-06-27,2023-06-27
45,59948,16024,2,Standard,Train WC,2023-06-27,2023-06-27
46,59946,16024,2,Standard,Train WC 2,2023-06-27,2023-06-27
47,59942,16162,2,Standard,Group 19 WC Alicante training,2023-06-26,2023-06-26
48,59941,14385,4,Standard,Florence Fumbbl Fisticuff 7 TSG FINALE,2023-06-26,2023-06-26
49,59940,647,5,Standard,SWL Bob Borc Cup III,2023-06-26,2023-06-26
50,59939,647,4,Standard,SWL Bob Borc Cup III Swiss,2023-06-26,2023-06-26
51,59938,2294,1,Standard,Royal Rookie Rumble 549,2023-06-25,2023-06-25
52,59935,16007,1,Standard,Atletico East Championship,2023-06-25,2023-06-25
53,59934,16007,1,Standard,Real West Championship,2023-06-25,2023-06-25
54,59932,10455,2,Standard,"CIBBL - Y11, Spring - Chaos Wastes (1)",2023-06-25,2023-06-25
55,59931,10455,2,Standard,"CIBBL - Y11, Spring - Chaos Wastes (2)",2023-06-25,2023-06-25
56,59930,10455,2,Standard,"CIBBL - Y11, Spring - Fabled Territories (1)",2023-06-25,2023-06-25
57,59929,10455,2,Standard,"CIBBL - Y11, Spring - Fabled Territories (2)",2023-06-25,2023-06-25
58,59926,10455,2,Standard,"CIBBL - Y11, Spring - Far East (1)",2023-06-25,2023-06-25
59,59925,10455,2,Standard,"CIBBL - Y11, Spring - Far East (2)",2023-06-25,2023-06-25
60,59924,10455,2,Standard,"CIBBL - Y11, Spring - Imperial Dominion (1)",2023-06-25,2023-06-25
61,59923,10455,2,Standard,"CIBBL - Y11, Spring - Scorched Lands (1)",2023-06-25,2023-06-25
62,59922,10455,2,Standard,"CIBBL - Y11, Spring - Scorched Lands (2)",2023-06-25,2023-06-25
63,59921,10455,2,Standard,"CIBBL - Y11, Spring - Scorched Lands (3)",2023-06-25,2023-06-25
64,59920,10455,2,Standard,"CIBBL - Y11, Spring - Subterranean Paths (1)",2023-06-25,2023-06-25
65,59919,10455,2,Standard,"CIBBL - Y11, Spring - Western Isles (1)",2023-06-25,2023-06-25
66,59918,14741,2,Standard,DIBBL 34: Ashenhall Owls Division,2023-06-25,2023-06-25
67,59917,14741,2,Standard,DIBBL 34: Crouching Saurus Hidden Skink Division,2023-06-25,2023-06-25
68,59916,14741,2,Standard,DIBBL 34: Freezy Trees Division,2023-06-25,2023-06-25
69,59915,12329,1,Standard,Oslo BBL ROOKIE FINAL,2023-06-24,2023-06-24
70,59913,12329,1,Standard,Oslo BBL TEST MATCH,2023-06-23,2023-06-23
71,59912,15084,2,Standard,Over-Nite Sensation,2023-06-22,2023-06-22
72,59910,15084,2,Standard,Läther,2023-06-22,2023-06-22
73,59909,16348,1,Standard,All Star Bowl III,2023-06-21,2023-06-21
74,59908,16348,1,Standard,All Star Bowl II,2023-06-21,2023-06-21
75,59907,7922,5,Standard,FUMBBL Brawl IX - Mid,2023-06-21,2023-06-21
76,59906,15748,1,Standard,GRBBL S7: Play-Off Season,2023-06-21,2023-06-21
77,59905,647,3,Standard,SWL Borc3 QPool,2023-06-21,2023-06-21
78,59904,14985,2,Standard,Season 3 - Spiked Bench Challenge Group Silver,2023-06-20,2023-06-20
79,59903,14985,2,Standard,Season 3 - Spiked Bench Challenge Group Gold,2023-06-20,2023-06-20
80,59899,15104,4,Standard,Tattered Prince Open,2023-06-19,2023-06-19
81,59897,12734,1,Standard,Olvidado de Nuffle T5,2023-06-19,2023-06-19
82,59894,15398,2,Standard,Liga FiestaPOW III,2023-06-19,2023-06-19
83,59890,16516,2,Standard,Badlands Conference,2023-06-19,2023-06-19
84,59889,15690,4,Standard,Idra Bowl 2,2023-06-18,2023-06-18
85,59882,12734,1,Standard,Playoffs Conferencias T5,2023-06-16,2023-06-16
86,59880,15280,4,Standard,I Pre Mundial CBB,2023-06-16,2023-06-16
87,59879,15668,1,Standard,Super Bowl 30,2023-06-16,2023-06-16
88,59877,2294,1,Standard,Royal Rookie Rumble 548,2023-06-15,2023-06-15
89,59875,6664,1,Standard,GLT XVII: Forlorn - V,2023-06-15,2023-06-15
90,59874,6664,1,Standard,GLT XVII: Forlorn - IV,2023-06-15,2023-06-15
91,59873,6664,1,Standard,GLT XVII: Forlorn - III,2023-06-15,2023-06-15
92,59872,6664,1,Standard,GLT XVII: Forlorn - II,2023-06-15,2023-06-15
93,59871,6664,1,Standard,GLT XVII: Forlorn - I,2023-06-15,2023-06-15
94,59870,6663,1,Standard,GLT XVII: New Teams - VI,2023-06-15,2023-06-15
95,59869,6663,1,Standard,GLT XVII: New Teams - V,2023-06-15,2023-06-15
96,59868,6663,1,Standard,GLT XVII: New Teams - IV,2023-06-15,2023-06-15
97,59867,6663,1,Standard,GLT XVII: New Teams - III,2023-06-15,2023-06-15
98,59866,6663,1,Standard,GLT XVII: New Teams - II,2023-06-15,2023-06-15
99,59865,6663,1,Standard,GLT XVII: New Teams - I,2023-06-15,2023-06-15
100,59864,2361,1,Standard,GLTXVII: High TV - III,2023-06-15,2023-06-15
101,59863,2361,1,Standard,GLT XVII: High TV - II,2023-06-15,2023-06-15
102,59862,2361,1,Standard,GLT XVII: High TV - I,2023-06-15,2023-06-15
103,59861,6662,1,Standard,GLT XVII: Speciality II,2023-06-15,2023-06-15
104,59860,6662,1,Standard,GLT XVII: Speciality I,2023-06-15,2023-06-15
105,59859,16466,2,Standard,Copa El Fary es Dios,2023-06-14,2023-06-14
106,59857,15329,2,Standard,En route pour Alicante,2023-06-14,2023-06-14
107,59855,16259,3,Standard,Round 2,2023-06-13,2023-06-13
108,59852,13259,2,Standard,Experimental Cup of Chaos I,2023-06-12,2023-06-12
109,59851,14720,1,Standard,[SL20] Old World Rookie Rumble #13,2023-06-12,2023-06-12
110,59847,15084,1,Standard,The Sucker cup X,2023-06-11,2023-06-11
111,59846,16474,3,Standard,Blooge Bowl Division B,2023-06-11,2023-06-11
112,59845,16162,2,Standard,Group 18 WC Alicante training,2023-06-11,2023-06-11
113,59842,647,2,Standard,SWL Bob Borc Cup III Pool A,2023-06-11,2023-06-11
114,59841,647,2,Standard,SWL Bob Borc Cup III Pool B,2023-06-11,2023-06-11
115,59840,647,2,Standard,SWL Bob Borc Cup III Pool C,2023-06-11,2023-06-11
116,59839,647,2,Standard,SWL Bob Borc Cup III Pool D,2023-06-11,2023-06-11
117,59837,16474,3,Standard,Blooge Bowl,2023-06-10,2023-06-10
118,59836,15449,1,Standard,Rose El Divisional Final Pivnith,2023-06-10,2023-06-10
119,59835,16040,1,Standard,Fever brain,2023-06-10,2023-06-10
120,59833,2294,1,Standard,Royal Rookie Rumble 547,2023-06-09,2023-06-09
121,59832,15469,3,Standard,NCBB S42 Non-AQ Makeup Week,2023-06-08,2023-06-08
122,59831,16201,2,Standard,BanterBowl Season VI,2023-06-08,2023-06-08
123,59822,10068,2,Standard,Season 14.2 KFCS vs SHCS,2023-06-07,2023-06-07
124,59821,10068,2,Standard,Season 14.2 KFCW vs SHCW,2023-06-07,2023-06-07
125,59820,10068,2,Standard,Season 14.2 KFCE vs SHCE,2023-06-07,2023-06-07
126,59819,10068,2,Standard,Season 14.2 KFCN vs SHCN,2023-06-07,2023-06-07
127,59818,12329,1,Standard,Oslo BBL RQF#2,2023-06-07,2023-06-07
128,59817,15449,1,Standard,Ukrainian Bowl V,2023-06-07,2023-06-07
129,59815,15449,3,Standard,Rookie Bowl Vesele Lito 2,2023-06-06,2023-06-06
130,59813,15449,3,Standard,Rookie Bowl Vesele Lito,2023-06-06,2023-06-06
131,59808,13259,1,Standard,,2023-06-05,2023-06-05
132,59807,15449,1,Standard,Rose El Divisional Final Pivden,2023-06-05,2023-06-05
133,59806,9298,4,Standard,Road to Thrud - EU,2023-06-04,2023-06-04
134,59805,9298,4,Standard,Road to Thrud - NA,2023-06-04,2023-06-04
135,59804,15449,1,Standard,Rose El Wild Card Pivden,2023-06-04,2023-06-04
136,59800,15449,1,Standard,Trident Bowl V Wild card,2023-06-03,2023-06-03
137,59799,16411,1,Standard,Scum & Villainy Season 1 Playoffs,2023-06-03,2023-06-03
138,59798,14943,1,Standard,LWN S3 - playoff,2023-06-02,2023-06-02
139,59797,14741,1,Standard,DIBBL S33: The 'Tickling' Playoffs,2023-06-02,2023-06-02
140,59796,14741,1,Standard,DIBBL S33: The Participation Plate,2023-06-02,2023-06-02
141,59795,14741,1,Standard,DIBBL S33: The Wobbly Boot,2023-06-02,2023-06-02
142,59794,16193,1,Standard,Finalona Lower Bracket,2023-05-31,2023-05-31
143,59793,7922,5,Standard,FUMBBL Brawl VIII - Mid,2023-05-31,2023-05-31
144,59792,7922,5,Standard,FUMBBL Brawl VII - Lo,2023-05-31,2023-05-31
145,59791,12329,3,Standard,Oslo BBL season 4 matches played on FUMBBL during ,2023-05-31,2023-05-31
146,59790,16476,2,Standard,MLFGA 2,2023-05-31,2023-05-31
147,59785,14793,2,Standard,S4 Nieżywiec Superliga - Grupa B,2023-05-31,2023-05-31
148,59784,14793,2,Standard,S4 Nieżywiec Superliga - Grupa A,2023-05-31,2023-05-31
149,59781,2294,1,Standard,Royal Rookie Rumble 546,2023-05-30,2023-05-30
150,59779,12329,3,Standard,Oslo BBL ROOKIE s4,2023-05-30,2023-05-30
151,59776,15469,3,Standard,NCBB S42 Week 10 and Makeups,2023-05-30,2023-05-30
152,59775,11605,2,Standard,Prueba 2,2023-05-29,2023-05-29
153,59774,15700,4,Standard,4 Nations Cup,2023-05-29,2023-05-29
154,59772,16162,2,Standard,Group 17 WC Alicante training,2023-05-29,2023-05-29
155,59769,10455,3,Standard,"CIBBL - Y11, Winter - Friendlies (High)",2023-05-28,2023-05-28
156,59768,10455,3,Standard,"CIBBL - Y11, Winter - Friendlies (Mid-High)",2023-05-28,2023-05-28
157,59767,10455,3,Standard,"CIBBL - Y11, Winter - Friendlies (Mid)",2023-05-28,2023-05-28
158,59766,10455,3,Standard,"CIBBL - Y11, Winter - Friendlies (Mid-Low)",2023-05-28,2023-05-28
159,59765,10455,3,Standard,"CIBBL - Y11, Winter - Friendlies (Low)",2023-05-28,2023-05-28
160,59762,12139,2,Standard,SIoMT Summer 2523 Season Eight,2023-05-28,2023-05-28
161,59761,16374,3,Standard,#002 - Big Guy Arena,2023-05-27,2023-05-27
162,59759,16471,2,Standard,Dopebowl Season 10,2023-05-27,2023-05-27
163,59755,15287,1,Standard,EFFC Spring'23 Playoffs,2023-05-25,2023-05-25
164,59751,11296,1,Standard,Kausi 9 pudotuspelit,2023-05-25,2023-05-25
165,59749,16360,3,Standard,Open Grind S1,2023-05-25,2023-05-25
166,59748,15668,1,Standard,Season 30 NFC Playoffs,2023-05-25,2023-05-25
167,59747,15668,1,Standard,Season 30 AFC Playoffs,2023-05-25,2023-05-25
168,59743,12512,2,Standard,Poule - Saison 8,2023-05-24,2023-05-24
169,59742,15326,2,Standard,SnotS4-B,2023-05-24,2023-05-24
170,59741,15326,2,Standard,SnotS4-A,2023-05-24,2023-05-24
171,59740,16228,2,Standard,Segunda Temporada,2023-05-24,2023-05-24
172,59739,15355,1,Standard,NeoFACFL Spice Cup I,2023-05-24,2023-05-24
173,59736,16452,4,Standard,Super Canard Saison 1,2023-05-23,2023-05-23
174,59735,15449,1,Standard,Rose El Wild Card Pivnitch,2023-05-23,2023-05-23
175,59730,16193,1,Standard,Playoff - Upper Bracket!,2023-05-22,2023-05-22
176,59719,13772,2,Standard,Liga ALGEBOWL-BBFANAY 2023 - VUELTA,2023-05-22,2023-05-22
177,59718,16038,4,Standard,Szwajcar vol. 3 - WC2023,2023-05-22,2023-05-22
178,59710,15084,1,Standard,Hector Eculid- Squid Bowl,2023-05-21,2023-05-21
179,59709,13650,2,Standard,Labo saison 5 - Championship,2023-05-20,2023-05-20
180,59705,7922,5,Standard,FUMBBL Brawl VI - Lo,2023-05-18,2023-05-18
181,59704,16162,2,Standard,Group 16 WC Alicante training,2023-05-18,2023-05-18
182,59701,13630,2,Standard,MBBL 5 - Friendlies,2023-05-16,2023-05-16
183,59700,16230,2,Standard,Deeper into the Pitch,2023-05-16,2023-05-16
184,59697,16259,3,Standard,Tin Anniversary Tournament,2023-05-15,2023-05-15
185,59696,15084,1,Standard,Osbbl season X- The Mullet,2023-05-15,2023-05-15
186,59695,15084,1,Standard,Osbbl season X- The Wilkinson Sword,2023-05-15,2023-05-15
187,59692,14385,2,Standard,Florence Fumbbl Fisticuff 7 TSG De' Ciompi,2023-05-15,2023-05-15
188,59691,14385,2,Standard,Florence Fumbbl Fisticuff 7 TSG Signoria,2023-05-15,2023-05-15
189,59690,14385,2,Standard,Florence Fumbbl Fisticuff 7 TSG Brunelleschi,2023-05-15,2023-05-15
190,59689,14385,2,Standard,Florence Fumbbl Fisticuff 7 TSG Santo Spirito,2023-05-15,2023-05-15
191,59687,14385,2,Standard,Florence Fumbbl Fisticuff 7 TSG Santa Croce,2023-05-15,2023-05-15
192,59686,14385,2,Standard,Florence Fumbbl Fisticuff 7 TSG S.M Novella,2023-05-15,2023-05-15
193,59685,14385,2,Standard,Florence Fumbbl Fisticuff 7 TSG San Giovanni,2023-05-14,2023-05-14
194,59679,12450,1,Standard,Test,2023-05-14,2023-05-14
195,59678,2294,1,Standard,Royal Rookie Rumble 545,2023-05-13,2023-05-13
196,59677,16431,2,Standard,Badger Bowl League Season 1,2023-05-13,2023-05-13
197,59675,15748,2,Standard,GRBBL S7: Regular Season,2023-05-13,2023-05-13
198,59674,16201,1,Standard,BanterBowl V Playoffs,2023-05-12,2023-05-12
199,59673,15482,2,Standard,S3 East vs West,2023-05-12,2023-05-12
200,59672,15482,2,Standard,S3 North vs South,2023-05-12,2023-05-12
201,59670,16445,3,Standard,Round Robin 1,2023-05-10,2023-05-10
202,59669,7922,5,Standard,FUMBBL Brawl V - Mid,2023-05-10,2023-05-10
203,59668,16348,1,Standard,All Stars Anniversary Bowl,2023-05-10,2023-05-10
204,59666,12077,2,Standard,SSL Season 8 Division 1,2023-05-10,2023-05-10
205,59660,16228,1,Standard,Playoffs Season 1,2023-05-09,2023-05-09
206,59658,14726,1,Standard,EFL Cup - Season π,2023-05-09,2023-05-09
207,59657,14726,1,Standard,Bourbon Cup,2023-05-09,2023-05-09
208,59654,12013,1,Standard,TSD 5 Play offs,2023-05-08,2023-05-08
209,59653,16040,1,Standard,Columbo Divisional,2023-05-08,2023-05-08
210,59651,13643,1,Standard,Play Off Part II,2023-05-08,2023-05-08
211,59650,13772,1,Standard,Copa Spike 2023,2023-05-08,2023-05-08
212,59645,15085,1,Standard,JBL 31 - Playoffs,2023-05-05,2023-05-05
213,59644,15085,1,Standard,JBL 31 - Coupe de Cristal,2023-05-05,2023-05-05
214,59643,15085,1,Standard,JBL31 - Challenge Kronengob,2023-05-05,2023-05-05
215,59642,16162,2,Standard,Group 15 WC Alicante training,2023-05-05,2023-05-05
216,59641,3180,3,Standard,145 Dog Bowl,2023-05-05,2023-05-05
217,59637,14949,2,Standard,WIL Premiership Division - Season LXVII,2023-05-04,2023-05-04
218,59636,14949,2,Standard,WIL Lion Conference Division - Season LXVII,2023-05-04,2023-05-04
219,59635,14949,2,Standard,WIL Unicorn Conference Division - Season LXVII,2023-05-04,2023-05-04
220,59634,14949,2,Standard,WIL Albany Regional Division - Season LXVII,2023-05-04,2023-05-04
221,59633,14949,2,Standard,WIL Great Albion Regional Division - Season LXVII,2023-05-04,2023-05-04
222,59630,16411,2,Standard,Scum & Villainy Tournament,2023-05-04,2023-05-04
223,59629,10068,3,Standard,Season 14.1 DLE SoS,2023-05-03,2023-05-03
224,59628,7922,5,Standard,FUMBBL Brawl IV - Lo,2023-05-03,2023-05-03
225,59625,14942,4,Standard,Season 7 - Round 2 - Pool C,2023-05-03,2023-05-03
226,59624,14942,4,Standard,Season 7 - Round 2 - Pool B,2023-05-03,2023-05-03
227,59623,14942,4,Standard,Season 7 - Round 2 - Pool A,2023-05-03,2023-05-03
228,59622,15973,2,Standard,IoMT:ng Season Two (Summer 2523),2023-05-02,2023-05-02
229,59621,16162,2,Standard,Group 14 WC Alicante training,2023-05-01,2023-05-01
230,59618,2294,1,Standard,Royal Rookie Rumble 544,2023-05-01,2023-05-01
231,59616,16362,3,Standard,MAL Season 1.1,2023-05-01,2023-05-01
232,59609,15104,1,Standard,Season 2 Playoffs,2023-05-01,2023-05-01
233,59605,13713,1,Standard,Rollerball Edition PLAYOFFS,2023-04-30,2023-04-30
234,59598,16421,2,Standard,Frosci ad Alicante,2023-04-28,2023-04-28
235,59591,4881,1,Standard,FUMBBL C Minor V-2 (1630 TV),2023-04-26,2023-04-26
236,59590,4881,1,Standard,FUMBBL C Minor V-1 (1630 TV),2023-04-26,2023-04-26
237,59585,11605,2,Standard,Prueba,2023-04-25,2023-04-25
238,59584,16227,3,Standard,Madd First Blood,2023-04-25,2023-04-25
239,59583,15259,2,Standard,Torneo dei Tassi,2023-04-25,2023-04-25
240,59582,14793,1,Standard,S3 Nieżywiec Superliga - Play-offs,2023-04-24,2023-04-24
241,59581,2294,1,Standard,Royal Rookie Rumble 543,2023-04-24,2023-04-24
242,59580,16374,4,Standard,#001 - Stunty Leeg Cup,2023-04-24,2023-04-24
243,59579,14863,2,Standard, SLA20 Season Four - Veterans,2023-04-23,2023-04-23
244,59575,13630,1,Standard,MBBL 5 - Tournoi principal,2023-04-21,2023-04-21
245,59574,13630,1,Standard,MBBL 5 - Seconds couteaux,2023-04-21,2023-04-21
246,59573,13630,1,Standard,MBBL 5 - Up N Down,2023-04-21,2023-04-21
247,59572,13630,1,Standard,MBBL 5 - Basic Fists,2023-04-21,2023-04-21
248,59571,13630,1,Standard,MBBL 5 - Best of the rest,2023-04-21,2023-04-21
249,59568,15326,1,Standard,SEZON3-PLAYOFF,2023-04-20,2023-04-20
250,59563,1275,1,Standard,Ulthuan Invitational XIX,2023-04-19,2023-04-19
251,59560,16162,2,Standard,Group 13 WC Alicante training,2023-04-19,2023-04-19
252,59559,16024,2,Standard,No a los Stoppers,2023-04-19,2023-04-19
253,59558,15690,1,Standard,PLAYOFF - ORO,2023-04-19,2023-04-19
254,59557,15690,1,Standard,PLAYOFF - ARGENTO,2023-04-19,2023-04-19
255,59556,15690,1,Standard,PLAYOFF - BRONZO,2023-04-19,2023-04-19
256,59555,15690,1,Standard,PLAYOFF - FERRO,2023-04-19,2023-04-19
257,59554,9828,1,Standard,TG Season XX BB2020 Playoffs,2023-04-19,2023-04-19
258,59552,15028,3,Standard,TILT Season 7: Minor League,2023-04-19,2023-04-19
259,59551,16385,3,Standard,Blue Rasberry,2023-04-18,2023-04-18
260,59546,14863,2,Standard,SLA20 Season Four - Rookies,2023-04-18,2023-04-18
261,59544,16391,4,Standard,Qubitron King,2023-04-17,2023-04-17
262,59542,15449,3,Standard,Rose El League Pivden,2023-04-17,2023-04-17
263,59541,15449,3,Standard,Rose El League Pivnitch ,2023-04-17,2023-04-17
264,59540,16365,4,Standard,Torneo Naval Blood,2023-04-16,2023-04-16
265,59537,15449,3,Standard,Trident Bowl V,2023-04-15,2023-04-15
266,59533,10455,2,Standard,"CIBBL - Y10, Autumn - Youngbloods XXXIV pt2",2023-04-13,2023-04-13
267,59531,16162,2,Standard,Group 12 WC Alicante training,2023-04-12,2023-04-12
268,59529,7922,5,Standard,FUMBBL Brawl III - Mid,2023-04-12,2023-04-12
269,59528,7922,1,Standard,FUMBBL Brawl II - Lo,2023-04-12,2023-04-12
270,59527,15615,4,Standard,S2 Bottom Swiss v2,2023-04-12,2023-04-12
271,59526,15028,2,Standard,TILT Season 7: Regular Season,2023-04-12,2023-04-12
272,59524,15329,2,Standard,En route pour Alicante,2023-04-12,2023-04-12
273,59520,7922,5,Standard,FUMBBL Brawl I - Lo,2023-04-12,2023-04-12
274,59519,15615,2,Standard,S2 Super Premier League,2023-04-11,2023-04-11
275,59518,15615,2,Standard,S2 Super Championship A,2023-04-11,2023-04-11
276,59517,15615,2,Standard,S2 Super Championship B,2023-04-11,2023-04-11
277,59516,15615,2,Standard,S2 Super Division One A,2023-04-11,2023-04-11
278,59515,15615,2,Standard,S2 Super Division One B,2023-04-11,2023-04-11
279,59514,15615,2,Standard,S2 Super Division One C,2023-04-11,2023-04-11
280,59513,15615,2,Standard,S2 Super Division One D,2023-04-11,2023-04-11
281,59512,15615,2,Standard,S2 Super Division Two A,2023-04-11,2023-04-11
282,59511,15615,2,Standard,S2 Super Division Two B,2023-04-11,2023-04-11
283,59510,15615,2,Standard,S2 Super Division Two C,2023-04-11,2023-04-11
284,59509,15615,2,Standard,S2 Super Division Two D,2023-04-11,2023-04-11
285,59508,15615,2,Standard,S2 Super Division Three A,2023-04-11,2023-04-11
286,59507,15615,2,Standard,S2 Super Division Three B,2023-04-11,2023-04-11
287,59506,15615,2,Standard,S2 Super Division Three C,2023-04-11,2023-04-11
288,59505,15615,2,Standard,S2 Super Division Three D,2023-04-11,2023-04-11
289,59504,15615,4,Standard,S2 Bottom Swiss,2023-04-11,2023-04-11
290,59500,16369,3,Standard,Syyhyliiga,2023-04-11,2023-04-11
291,59499,16007,2,Standard,MLR 7s Regular Season,2023-04-10,2023-04-10
292,59497,2294,1,Standard,Royal Rookie Rumble 542,2023-04-10,2023-04-10
293,59496,10455,2,Standard,"CIBBL - Y10, Autumn - Youngbloods XXXIV",2023-04-09,2023-04-09
294,59495,16368,3,Standard,SBBL ORR S1,2023-04-09,2023-04-09
295,59494,14741,2,Standard,DIBBL 33: ddamage Division,2023-04-09,2023-04-09
296,59493,14741,2,Standard,DIBBL 33: Gerbher Paulsen Division,2023-04-09,2023-04-09
297,59492,14741,2,Standard,DIBBL 33: Little Cat D Division,2023-04-09,2023-04-09
298,59486,15591,3,Standard,Humie v Humie MGM,2023-04-07,2023-04-07
299,59485,15591,3,Standard,Orc v Orc MGM,2023-04-07,2023-04-07
300,59484,15591,3,Standard,Fling v Fling MGM,2023-04-07,2023-04-07
301,59482,15591,3,Standard,Gobbo v Gobbo MGM,2023-04-07,2023-04-07
302,59481,15591,3,Standard,Troll v Troll MGM,2023-04-07,2023-04-07
303,59480,15591,3,Standard,Ogre v Ogre MGM,2023-04-07,2023-04-07
304,59479,15591,3,Standard,Elf v Elf MGM,2023-04-07,2023-04-07
305,59478,15055,1,Standard,Chill Axe Season 4 Play Offs,2023-04-07,2023-04-07
306,59477,15591,3,Standard,Dwarf v Dwarf MGM,2023-04-07,2023-04-07
307,59475,15329,2,Standard,En route pour Alicante,2023-04-06,2023-04-06
308,59473,15329,2,Standard,En route pour Alicante,2023-04-04,2023-04-04
309,59467,14835,1,Standard,STAGIONE 7 PLAYOFF,2023-04-03,2023-04-03
310,59466,16228,2,Standard,Primeira Temporada Round A,2023-04-03,2023-04-03
311,59464,16356,2,Standard,haribo,2023-04-03,2023-04-03
312,59461,2294,1,Standard,Royal Rookie Rumble 541,2023-04-03,2023-04-03
313,59460,16193,2,Standard,Muschio di Fiume 2,2023-04-03,2023-04-03
314,59459,16193,2,Standard,Ciautteglie Coast 2 ,2023-04-03,2023-04-03
315,59458,15748,1,Standard,GRBBL S6: Play-Off Season,2023-04-03,2023-04-03
316,59456,11676,2,Standard,XXXII LEGA GLADIO - Psyco,2023-04-02,2023-04-02
317,59455,11676,2,Standard,XXXII LEGA GLADIO - GcClaudio,2023-04-02,2023-04-02
318,59454,11676,2,Standard,XXXII LEGA GLADIO - Puppolo,2023-04-02,2023-04-02
319,59453,11676,2,Standard,XXXII LEGA GLADIO - Tullo,2023-04-02,2023-04-02
320,59452,11676,2,Standard,XXXII LEGA GLADIO - DocGNeri,2023-04-02,2023-04-02
321,59451,11676,2,Standard,XXXII LEGA GLADIO - Beppe,2023-04-02,2023-04-02
322,59450,11676,2,Standard,XXXII LEGA GLADIO - Ivs,2023-04-02,2023-04-02
323,59449,11676,2,Standard,XXXII LEGA GLADIO - DarkSteve,2023-04-02,2023-04-02
