,tournament_id,group_id,tournament_type,tournament_progression,tournament_name,tournament_start,tournament_end
2181,55523,10455,2,Standard,"CIBBL - Y8, Summer - BBGI: BOD",2021-07-02,2021-07-02
2182,55522,10455,2,Standard,"CIBBL - Y8, Summer - BBGI: GBG",2021-07-02,2021-07-02
2183,55521,10455,2,Standard,"CIBBL - Y8, Summer - HSSE: AWH",2021-07-02,2021-07-02
2184,55520,10455,2,Standard,"CIBBL - Y8, Summer - HSSE: SBF",2021-07-02,2021-07-02
2185,55519,10455,2,Standard,"CIBBL - Y8, Summer - HSSE: SSM",2021-07-02,2021-07-02
2186,55518,10455,2,Standard,"CIBBL - Y8, Summer - HSSE: TEC",2021-07-02,2021-07-02
2187,55517,10455,2,Standard,"CIBBL - Y8, Summer - HSSE: MPF",2021-07-02,2021-07-02
2188,55516,10455,2,Standard,"CIBBL - Y8, Summer - HSSE: WEC",2021-07-02,2021-07-02
2189,55515,10455,2,Standard,"CIBBL - Y8, Summer - CLS: MOD",2021-07-02,2021-07-02
2190,55514,10455,2,Standard,"CIBBL - Y8, Summer - CLS: MAD",2021-07-02,2021-07-02
2191,55513,14347,3,Standard,HBBL Spring S1,2021-07-02,2021-07-02
2192,55510,13230,2,Standard,SSLL S3 - Borak Divsion,2021-07-02,2021-07-02
2193,55507,13198,3,Standard,Play-offs,2021-07-01,2021-07-01
2194,55506,13630,1,Standard,MBBL 1 - Tournoi principal,2021-07-01,2021-07-01
2195,55505,14208,1,Standard,FINAL 4,2021-07-01,2021-07-01
2196,55504,13630,1,Standard,MBBL 1 - Tournoi des seconds couteaux,2021-07-01,2021-07-01
2197,55503,14424,1,Standard,Insanely Cup Playoffs s1,2021-07-01,2021-07-01
2198,55501,11088,6,Standard,La Coupe de Joints,2021-07-01,2021-07-01
2199,55500,7922,5,Standard,Bar Brawl CVIII - Lo,2021-06-30,2021-06-30
2200,55499,10683,2,Standard,Season 14- Lower Tier,2021-06-30,2021-06-30
2201,55498,10683,2,Standard,SLA Season 14 - Upper Tier,2021-06-30,2021-06-30
2202,55497,14346,1,Standard,Preseason 1: The Awakening: The Playoffs,2021-06-29,2021-06-29
2203,55495,12451,1,Standard,MOBL Fumbbl S2 playoffs,2021-06-29,2021-06-29
2204,55493,14207,2,Standard,Torneo Torneo,2021-06-28,2021-06-28
2205,55492,2533,1,Standard,Fringe Under-DAWGZ,2021-06-28,2021-06-28
2206,55489,14059,2,Standard,Rematados II,2021-06-28,2021-06-28
2207,55486,9400,2,Standard,DIBBL S25: Lumbering Lake Division,2021-06-27,2021-06-27
2208,55485,9400,2,Standard,DIBBL S25: Grimnir Goldentoe Division,2021-06-27,2021-06-27
2209,55484,9400,2,Standard,DIBBL S25: Hollie Fraser Division,2021-06-27,2021-06-27
2210,55483,14207,2,Standard,Triangulo de amor bizarro,2021-06-26,2021-06-26
2211,55479,3180,1,Standard,May as Well.,2021-06-26,2021-06-26
2212,55478,12511,1,Standard,Crematoria Cup,2021-06-26,2021-06-26
2213,55477,14512,2,Standard, LWU Improvement League Group Stage Two,2021-06-24,2021-06-24
2214,55472,9740,1,Standard,Pixel Cup - season 5 playoffs,2021-06-24,2021-06-24
2215,55471,14216,6,Standard,BanterLUST TWO: NIGHT OF THE LIVING BANTS,2021-06-24,2021-06-24
2216,55470,2294,1,Standard, Royal Rookie Rumble 488,2021-06-24,2021-06-24
2217,55468,14335,2,Standard,Summer of lurrrve,2021-06-23,2021-06-23
2218,55467,12462,1,Standard,HVBBL S11 3rd 4th Place,2021-06-23,2021-06-23
2219,55466,10572,2,Standard,Random last last season,2021-06-22,2021-06-22
2220,55465,13479,4,Standard,SLICC Season V - Golden City Conference,2021-06-22,2021-06-22
2221,55464,13479,4,Standard,SLICC Season V - Pirate Isle Conference,2021-06-22,2021-06-22
2222,55463,13479,4,Standard,SLICC Season V - Feeder Conference,2021-06-22,2021-06-22
2223,55462,14564,4,Standard,Glasbowl I ,2021-06-22,2021-06-22
2224,55461,6524,1,Standard,Super Bowl Season 26,2021-06-22,2021-06-22
2225,55460,14309,3,Standard,Spring Finn Cup - Season 3,2021-06-19,2021-06-19
2226,55457,14453,2,Standard,Pelota con Pinchos I,2021-06-18,2021-06-18
2227,55447,14041,4,Standard,ABBC July 2021 Event,2021-06-17,2021-06-17
2228,55445,6888,2,Standard,NCBB S38 NonAQ Conference,2021-06-17,2021-06-17
2229,55443,7922,5,Standard,Bar Brawl CVII - Lo,2021-06-16,2021-06-16
2230,55442,7922,5,Standard,Bar Brawl CVI - Lo,2021-06-16,2021-06-16
2231,55441,2294,1,Standard,Royal Rookie Rumble 487,2021-06-15,2021-06-15
2232,55440,6888,3,Standard,NCBB S38 Out-of-Conference Group II,2021-06-15,2021-06-15
2233,55439,6888,3,Standard,NCBB S38 Out-of-Conference Group I,2021-06-15,2021-06-15
2234,55438,12026,1,Standard,HDBC 7s S2 - Old World Cup,2021-06-15,2021-06-15
2235,55436,13265,1,Standard,[SL] Secret Stunty Cup II - Finals,2021-06-15,2021-06-15
2236,55435,12183,1,Standard,Liga por el puñetero Coronavirus IV - PLAY OFFS,2021-06-14,2021-06-14
2237,55426,13479,3,Standard,SLICC Season IV - End-of-Season Friendlies,2021-06-13,2021-06-13
2238,55425,12139,1,Standard,SIoMT Spring 2521 : Championship Playoff,2021-06-13,2021-06-13
2239,55421,10738,1,Standard,Season V Playoffs,2021-06-12,2021-06-12
2240,55419,12139,1,Standard,SIoMT Spring 2521 : Charity Invitational,2021-06-11,2021-06-11
2241,55418,14207,2,Standard,II Lliga Aproximació,2021-06-11,2021-06-11
2242,55414,7922,5,Standard,Bar Brawl LXXI - Hi,2021-06-09,2021-06-09
2243,55413,13772,2,Standard,Liga ALGEBOWL-BBFANAY 2021 - IDA,2021-06-09,2021-06-09
2244,55412,12545,2,Standard,ZAL1- Online Season 4 ,2021-06-09,2021-06-09
2245,55410,12311,4,Standard,TORNEO DÍA DE CANARIAS,2021-06-07,2021-06-07
2246,55408,13591,1,Standard,The Revenge of the Playoffs,2021-06-07,2021-06-07
2247,55407,13962,2,Standard,Lega Tassolandia Stagione 3 ANDATA,2021-06-07,2021-06-07
2248,55405,11556,1,Standard,VII Kantera League Play Offs,2021-06-06,2021-06-06
2249,55404,13240,2,Standard,3ème édition,2021-06-06,2021-06-06
2250,55403,13772,1,Standard,Copa del Caos - Finales 2021,2021-06-06,2021-06-06
2251,55402,13791,1,Standard,test,2021-06-06,2021-06-06
2252,55398,7960,1,Standard,[SL] Old World Rookie Rumble #69,2021-06-06,2021-06-06
2253,55397,9400,1,Standard,DIBBL S24: The 'Tickling' Playoffs,2021-06-06,2021-06-06
2254,55396,9400,1,Standard,DIBBL S24: The Participation Plate,2021-06-06,2021-06-06
2255,55395,9400,1,Standard,DIBBL S24: The Wobbly Boot,2021-06-06,2021-06-06
2256,55394,9400,1,Standard,DIBBL S24: The Hardy Sole,2021-06-06,2021-06-06
2257,55393,14313,3,Standard,DIBBL Builder 2,2021-06-06,2021-06-06
2258,55392,14532,2,Standard,STUNTY CSM,2021-06-05,2021-06-05
2259,55388,14157,1,Standard,20minsofmylifeI'llnevergetback-bowl,2021-06-03,2021-06-03
2260,55385,10455,2,Standard,"CIBBL - Y8, Spring - Youngbloods XXXI",2021-06-03,2021-06-03
2261,55377,2294,1,Standard, Royal Rookie Rumble 486,2021-06-03,2021-06-03
2262,55376,13591,1,Standard,**Win and You're In!!**,2021-06-03,2021-06-03
2263,55373,7922,5,Standard,Bar Brawl CV - Lo,2021-06-02,2021-06-02
2264,55372,7922,5,Standard,Bar Brawl CIV - Mid,2021-06-02,2021-06-02
2265,55371,8250,1,Standard,Season 14 Playoffs,2021-06-02,2021-06-02
2266,55370,8250,1,Standard,Season 14 Pre Play Off,2021-06-02,2021-06-02
2267,55369,10455,2,Standard,"CIBBL - Y8, Spring - Youngbloods XXX",2021-06-02,2021-06-02
2268,55367,14059,2,Standard,Rematados I,2021-06-01,2021-06-01
2269,55365,14265,3,Standard,sez2cz2,2021-05-31,2021-05-31
2270,55363,647,2,Standard,SWL Lab Rat Elysium Regional LXXXVII,2021-05-31,2021-05-31
2271,55361,11969,1,Standard,LTS season 5 final,2021-05-31,2021-05-31
2272,55360,13230,1,Standard,SSLL S2 - Playoffs,2021-05-31,2021-05-31
2273,55358,12734,1,Standard,Liga Conferencias T2 3er y 4to Lugar,2021-05-31,2021-05-31
2274,55348,647,2,Standard,SWL Premier League LXXXVII,2021-05-30,2021-05-30
2275,55346,647,2,Standard,SWL Kindra Voidrunner Conference LXXXVII,2021-05-30,2021-05-30
2276,55345,647,2,Standard,SWL Stuart the End Level Guy Conference LXXXVII,2021-05-30,2021-05-30
2277,55341,14138,2,Standard,Division 2 Saison 2,2021-05-29,2021-05-29
2278,55340,14138,2,Standard,Division 1 Saison 2,2021-05-29,2021-05-29
2279,55338,12026,1,Standard,HDBC 7s S2 - Iron Krag - Tier 1 - Playoff Final,2021-05-29,2021-05-29
2280,55337,12026,1,Standard,HDBC 7s S2 - Iron Krag - Tier 2 - Playoff Final,2021-05-29,2021-05-29
2281,55336,12026,1,Standard,HDBC 7s S2 - Iron Krag - Tier 3 - Playoff Final,2021-05-29,2021-05-29
2282,55335,12026,1,Standard,HDBC 7s S2 - Iron Krag - Tier 4 - Playoff Final,2021-05-29,2021-05-29
2283,55332,11759,2,Standard,OSBBL Season VII - All Up In Your Swayze Division,2021-05-28,2021-05-28
2284,55331,11759,2,Standard,OSBBL Season VII - Sisterwives Division,2021-05-28,2021-05-28
2285,55324,14385,2,Standard,Florence Fumbbl Fisticuff seas 2 GIRONE GHIBELLINI,2021-05-27,2021-05-27
2286,55323,7922,5,Standard,Bar Brawl CIV - Lo,2021-05-26,2021-05-26
2287,55322,2294,1,Standard,Royal Rookie Rumble 485,2021-05-26,2021-05-26
2288,55321,10683,1,Standard,SLA Season 13 - Finals,2021-05-26,2021-05-26
2289,55320,11177,1,Standard,[SL]UMBBL Shield XVI (∞),2021-05-25,2021-05-25
2290,55318,12914,1,Standard,2021,2021-05-25,2021-05-25
2291,55314,14518,2,Standard,Lega Segreta I,2021-05-24,2021-05-24
2292,55312,14284,1,Standard,Finale,2021-05-24,2021-05-24
2293,55305,14257,1,Standard,Lahti Cup III - Finaalit,2021-05-23,2021-05-23
2294,55304,14257,2,Standard,Lahti Cup III - Liiga,2021-05-23,2021-05-23
2295,55302,14385,2,Standard,Florence Fumbbl Fisticuff season 2 GIRONE GUELFI,2021-05-23,2021-05-23
2296,55297,6524,1,Standard,NFC Playoffs - Season 26,2021-05-21,2021-05-21
2297,55296,6524,1,Standard,AFC Playoffs - Season 26,2021-05-21,2021-05-21
2298,55294,11088,1,Standard,LSD9 - Coupe Methadone,2021-05-20,2021-05-20
2299,55293,11088,1,Standard,LSD9 - Coupe Belladone,2021-05-20,2021-05-20
2300,55292,13725,2,Standard,FFBBL Season Five ,2021-05-20,2021-05-20
2301,55291,7922,5,Standard,Bar Brawl LXX - Hi,2021-05-19,2021-05-19
2302,55290,7922,5,Standard,Bar Brawl CIII - Mid,2021-05-19,2021-05-19
2303,55289,7922,1,Standard,Bar Brawl CIII - Lo,2021-05-19,2021-05-19
2304,55288,12734,1,Standard,Liga Conferencias Play-Off T2,2021-05-19,2021-05-19
2305,55287,7412,2,Standard,Schade III ,2021-05-18,2021-05-18
2306,55286,7412,2,Standard,Funkyzeit III,2021-05-18,2021-05-18
2307,55285,7412,2,Standard,Pech III,2021-05-18,2021-05-18
2308,55282,13769,2,Standard,SM - Season 3,2021-05-18,2021-05-18
2309,55280,8874,2,Standard,Panzer Premier XX,2021-05-17,2021-05-17
2310,55279,8874,2,Standard,Chucklevision Championship XX,2021-05-17,2021-05-17
2311,55278,8874,2,Standard,Brussels Conference XX,2021-05-17,2021-05-17
2312,55277,12450,2,Standard,Season 7,2021-05-17,2021-05-17
2313,55275,13265,4,Standard,[SL] Secret Stunty Cup II - Group 1,2021-05-17,2021-05-17
2314,55274,13265,4,Standard,[SL] Secret Stunty Cup II - Group 2,2021-05-17,2021-05-17
2315,55271,13962,1,Standard,Lega Tassolandia Stagione 2 FINALISSIMA,2021-05-16,2021-05-16
2316,55270,14081,2,Standard,"CIBBL + - Y1, Autumn - Cloth Division",2021-05-16,2021-05-16
2317,55269,13198,3,Standard,Gose (DB2),2021-05-16,2021-05-16
2318,55268,13198,3,Standard,Dunkel (DB2),2021-05-16,2021-05-16
2319,55267,13198,3,Standard,Pils (DB2),2021-05-16,2021-05-16
2320,55266,13198,3,Standard,Hefe (DB2),2021-05-16,2021-05-16
2321,55265,14081,2,Standard,"CIBBL+ - Y1, Autumn - Leather Division",2021-05-16,2021-05-16
2322,55264,14081,2,Standard,"CIBBL+ - Y1, Autumn - Paper Division",2021-05-16,2021-05-16
2323,55262,14081,2,Standard,"CIBBL+ - Y1, Autumn - Wood Division",2021-05-16,2021-05-16
2324,55261,14081,2,Standard,"CIBBL+ - Y1, Autumn - Clay Division",2021-05-16,2021-05-16
2325,55260,14081,2,Standard,"CIBBL+ - Y1, Autumn - Granite Division",2021-05-16,2021-05-16
2326,55259,14081,2,Standard,"CIBBL+ - Y1, Autumn - Marble Division",2021-05-16,2021-05-16
2327,55258,14081,2,Standard,"CIBBL+ - Y1, Autumn - Tin Division",2021-05-16,2021-05-16
2328,55257,14081,2,Standard,"CIBBL+ - Y1, Autumn - Copper Division",2021-05-16,2021-05-16
2329,55256,14081,2,Standard,"CIBBL+ - Y1, Autumn - Bronze Division",2021-05-16,2021-05-16
2330,55255,13772,3,Standard,Copa del Caos 2021 - Fase de Clasificación,2021-05-16,2021-05-16
2331,55254,14081,2,Standard,"CIBBL+ - Y1, Autumn - Silver Division",2021-05-16,2021-05-16
2332,55253,14081,2,Standard,"CIBBL+ - Y1, Autumn - Gold Division",2021-05-16,2021-05-16
2333,55252,14462,2,Standard,HBL Stunty,2021-05-16,2021-05-16
2334,55249,12615,2,Standard,Let's go round again! ,2021-05-14,2021-05-14
2335,55248,14059,2,Standard,Torneo de Campeones I,2021-05-14,2021-05-14
2336,55247,14512,2,Standard,LWU Improvement League Group Stage One,2021-05-14,2021-05-14
2337,55246,14494,2,Standard,DeathBall,2021-05-13,2021-05-13
2338,55244,13342,4,Standard,Trophée McMurty I,2021-05-13,2021-05-13
2339,55243,14475,2,Standard,The Inaugural Cup Season,2021-05-12,2021-05-12
2340,55242,7922,5,Standard,Bar Brawl CII - Mid,2021-05-12,2021-05-12
2341,55241,2294,1,Standard,Royal Rookie Rumble 484,2021-05-12,2021-05-12
2342,55240,13322,2,Standard,Git Revolushun Tailz,2021-05-12,2021-05-12
2343,55237,13479,3,Standard,SLICC Season IV - Feeder Plate,2021-05-12,2021-05-12
2344,55236,3449,2,Standard,WIL Premiership Division - Season LIX,2021-05-11,2021-05-11
2345,55235,3449,2,Standard,WIL Unicorn Conference Division - Season LIX,2021-05-11,2021-05-11
2346,55234,3449,2,Standard,WIL Lion Conference Division - Season LIX,2021-05-11,2021-05-11
2347,55233,3449,2,Standard,WIL Great Albion Regional Division - Season LIX,2021-05-11,2021-05-11
2348,55232,12776,2,Standard,ESBBL II,2021-05-11,2021-05-11
2349,55231,3449,2,Standard,WIL Albany Regional Division - Season LIX,2021-05-11,2021-05-11
2350,55230,10473,3,Standard,Out of Lockdown,2021-05-11,2021-05-11
2351,55228,13479,1,Standard,SLICC Season IV - Conference Cup,2021-05-11,2021-05-11
2352,55227,13479,3,Standard,SLICC Season IV - Inter-Conference Shield,2021-05-11,2021-05-11
2353,55226,13479,1,Standard,SLICC Season IV - Feeder Play-Offs,2021-05-11,2021-05-11
2354,55216,13882,1,Standard,PlayOff,2021-05-11,2021-05-11
2355,55211,11893,2,Standard,Naggaroth League I,2021-05-10,2021-05-10
2356,55210,14295,2,Standard,Blood Cup Finals,2021-05-10,2021-05-10
2357,55206,11893,2,Standard,The Four Ways V,2021-05-10,2021-05-10
2358,55203,12413,1,Standard,Playoffs,2021-05-09,2021-05-09
2359,55202,10642,2,Standard,FAC FL VIII-ii,2021-05-09,2021-05-09
2360,55199,13322,2,Standard,Git Revolushun Headz,2021-05-09,2021-05-09
2361,55198,14138,1,Standard,Coupe de la Ligue,2021-05-09,2021-05-09
2362,55194,3180,3,Standard,145 May Madness,2021-05-08,2021-05-08
2363,55192,14499,2,Standard,Season 1,2021-05-08,2021-05-08
2364,55190,12555,2,Standard,SUMMER DUNGEON BOWL (II),2021-05-08,2021-05-08
2365,55189,13262,2,Standard,Imodium Challenge IV,2021-05-07,2021-05-07
2366,55186,14298,4,Standard,Granite Bowl Online,2021-05-07,2021-05-07
2367,55183,11759,1,Standard,Silky's Sucker cup ,2021-05-07,2021-05-07
2368,55182,10875,3,Standard,DLE2: Season 7 part 2,2021-05-06,2021-05-06
2369,55181,14485,3,Standard,VFD Open,2021-05-06,2021-05-06
2370,55179,12512,1,Standard,Challenge La Châtaigne - Saison 4,2021-05-06,2021-05-06
2371,55178,12512,1,Standard,Playoffs - Saison 4,2021-05-06,2021-05-06
2372,55177,10068,2,Standard,Season 11.2 KFCS vs SHCN,2021-05-06,2021-05-06
2373,55176,10068,2,Standard,Season 11.2 KFCW vs SHCS,2021-05-06,2021-05-06
2374,55175,10068,2,Standard,Season 11.2 KFCE vs SHCW,2021-05-06,2021-05-06
2375,55174,10068,2,Standard,Season 11.2 KFCN vs SHCE,2021-05-06,2021-05-06
2376,55173,11759,1,Standard,The Tentacle Smack,2021-05-06,2021-05-06
2377,55172,11759,1,Standard,The Dead Rubber,2021-05-06,2021-05-06
2378,55171,12462,1,Standard,HVBBL Season 11 Playoffs,2021-05-06,2021-05-06
2379,55164,12026,3,Standard,HDBC 7s S2 - Iron Krag - Tier 1,2021-05-05,2021-05-05
2380,55163,12026,3,Standard,HDBC 7s S2 - Iron Krag - Tier 2,2021-05-05,2021-05-05
2381,55162,12026,3,Standard,HDBC 7s S2 - Iron Krag - Tier 3,2021-05-05,2021-05-05
2382,55161,12026,3,Standard,HDBC 7s S2 - Iron Krag - Tier 4,2021-05-05,2021-05-05
2383,55160,7922,5,Standard,Bar Brawl LXIX - Hi,2021-05-05,2021-05-05
2384,55159,6888,1,Standard,BCS National Championship Playoff - NCBB Season 37,2021-05-05,2021-05-05
2385,55158,6888,1,Standard,Uluthan's Rose Bowl - NCBB Season 37,2021-05-05,2021-05-05
2386,55157,6888,1,Standard,DeadEx Orange Bowl - NCBB Season 37,2021-05-05,2021-05-05
2387,55156,6888,1,Standard,Tossit-os Fiesta Bowl - NCBB Season 37,2021-05-05,2021-05-05
2388,55155,6888,1,Standard,Killer Lite Bowl - NCBB Season 37,2021-05-05,2021-05-05
2389,55154,6888,1,Standard,Wonderbra Wonder Bowl - NCBB Season 37,2021-05-05,2021-05-05
2390,55153,6888,1,Standard,Planter's Goober Bowl - NCBB Season 37,2021-05-05,2021-05-05
2391,55152,6888,1,Standard,Kroxorade Cotton Bowl Classic - NCBB Season 37,2021-05-05,2021-05-05
2392,55151,6888,1,Standard,WaffleHouse Salty Tears Bowl - NCBB Season 37,2021-05-05,2021-05-05
2393,55150,6888,1,Standard,Famous Irrana Potata Bowl - NCBB Season 37,2021-05-05,2021-05-05
2394,55149,6888,1,Standard,Trollslayer.com Seven Zero Bowl - NCBB Season 37,2021-05-05,2021-05-05
2395,55148,6888,1,Standard,Glucksritter's Texas Bowl - NCBB Season 37,2021-05-05,2021-05-05
2396,55147,6888,1,Standard,Gnarley-Raiderson Chain Saws Slaughter Bowl - NCBB,2021-05-05,2021-05-05
2397,55146,6888,1,Standard,Heinekhaine Citrus Bowl - NCBB Season 37,2021-05-05,2021-05-05
2398,55145,6888,3,Standard,Penultimate Chumpionshit McNurgles Series - NCBB S,2021-05-05,2021-05-05
2399,55144,12673,2,Standard,V Stagione Stunty,2021-05-05,2021-05-05
2400,55135,12673,2,Standard,Training 1,2021-05-04,2021-05-04
2401,55130,14453,2,Standard,Block II,2021-05-04,2021-05-04
2402,55128,2294,1,Standard,Royal Rookie Rumble 483,2021-05-04,2021-05-04
2403,55127,14230,2,Standard,Bloodweiser Premier League (Season 3),2021-05-04,2021-05-04
2404,55126,8641,1,Standard,JBL 27 - Playoffs,2021-05-04,2021-05-04
2405,55125,8641,1,Standard,JBL 27 - Coupe de Cristal,2021-05-04,2021-05-04
2406,55124,8641,1,Standard,JBL 27 - Challenge Kronengob,2021-05-04,2021-05-04
2407,55123,11556,2,Standard,VII Kantera League. Grupo B,2021-05-03,2021-05-03
2408,55122,11556,2,Standard,VII Kantera League. Grupo A,2021-05-03,2021-05-03
2409,55120,14225,2,Standard,Lockdown Blockdown II,2021-05-03,2021-05-03
2410,55119,11556,4,Standard,VI Rookies Bowl. Sangre fría.,2021-05-03,2021-05-03
2411,55113,12914,1,Standard,,2021-05-03,2021-05-03
2412,55112,4262,2,Standard,"OBBA League Two, Season 35",2021-05-03,2021-05-03
2413,55111,10455,2,Standard,"CIBBL - Y8, Spring - World Edge Mountains",2021-05-03,2021-05-03
2414,55110,10455,2,Standard,"CIBBL - Y8, Spring - Ulthuan, Naggaroth",2021-05-03,2021-05-03
2415,55109,10455,2,Standard,"CIBBL - Y8, Spring - Sylvania",2021-05-03,2021-05-03
2416,55108,10455,2,Standard,"CIBBL - Y8, Spring - Southlands, Araby",2021-05-03,2021-05-03
2417,55107,10455,2,Standard,"CIBBL - Y8, Spring - Skavenblight",2021-05-03,2021-05-03
2418,55106,10455,2,Standard,"CIBBL - Y8, Spring - Realms of Chaos",2021-05-03,2021-05-03
2419,55105,10455,2,Standard,"CIBBL - Y8, Spring - The Old World",2021-05-03,2021-05-03
2420,55104,10455,2,Standard,"CIBBL - Y8, Spring - Lustria",2021-05-03,2021-05-03
2421,55103,10455,2,Standard,"CIBBL - Y8, Spring - Land of the Dead",2021-05-03,2021-05-03
2422,55102,10455,2,Standard,"CIBBL - Y8, Spring - Ind, Lumbria, Khuresh",2021-05-03,2021-05-03
2423,55101,10455,2,Standard,"CIBBL - Y8, Spring - Haunted Hills",2021-05-03,2021-05-03
2424,55100,10455,2,Standard,"CIBBL - Y8, Spring - Great Ocean",2021-05-03,2021-05-03
2425,55099,10455,2,Standard,"CIBBL - Y8, Spring - The Empire",2021-05-03,2021-05-03
2426,55098,10455,2,Standard,"CIBBL - Y8, Spring - E. Steppes, M. of Mourn",2021-05-03,2021-05-03
2427,55097,10455,2,Standard,"CIBBL - Y8, Spring - Deep Caverns",2021-05-03,2021-05-03
2428,55096,10455,2,Standard,"CIBBL - Y8, Spring - The Dark Lands",2021-05-03,2021-05-03
2429,55095,10455,2,Standard,"CIBBL - Y8, Spring - Chaos Wastelands",2021-05-03,2021-05-03
2430,55094,10455,2,Standard,"CIBBL - Y8, Spring - Cathay, Nippon",2021-05-03,2021-05-03
2431,55093,10455,2,Standard,"CIBBL - Y8, Spring - Athel Loren",2021-05-03,2021-05-03
2432,55092,10455,2,Standard,"CIBBL - Y8, Spring - Albion, Norsca",2021-05-03,2021-05-03
2433,55089,13262,2,Standard,Diarrhea Cup XVI,2021-05-03,2021-05-03
2434,55080,14265,3,Standard,sez2 cz1,2021-05-03,2021-05-03
2435,55076,12545,1,Standard,ZAL 1 - Online Season 3 - Third Place Match,2021-05-03,2021-05-03
2436,55074,4262,2,Standard,"OBBA Premiership, Season 35",2021-05-02,2021-05-02
2437,55073,4262,2,Standard,"OBBA Championship, Season 35",2021-05-02,2021-05-02
2438,55072,4262,2,Standard,"OBBA League One, Season 35",2021-05-02,2021-05-02
2439,55070,14452,2,Standard,Season 2,2021-05-02,2021-05-02
2440,55069,10572,1,Standard,Hubba Combined Cup,2021-05-02,2021-05-02
2441,55067,11495,1,Standard,SEASON 4 PLAYOFFS,2021-05-01,2021-05-01
2442,55065,3180,1,Standard,Vamp 145 finals.,2021-05-01,2021-05-01
2443,55064,14482,2,Standard,Welcome to the Thunder Dome,2021-05-01,2021-05-01
2444,55062,14424,3,Standard,INSANELY CUP - W conf,2021-05-01,2021-05-01
2445,55061,14424,3,Standard,INSANELY CUP - E conf,2021-05-01,2021-05-01
2446,55058,14154,4,Standard,"I Copa Charlie ""El Gominola""",2021-04-30,2021-04-30
2447,55055,14230,2,Standard,Spike! Conference League,2021-04-30,2021-04-30
2448,55054,13650,1,Standard,Saison 2 Play-offs,2021-04-30,2021-04-30
2449,55049,13888,2,Standard,MKBBL Season 3 Division 2,2021-04-29,2021-04-29
2450,55048,13888,2,Standard,MKBBL Season 3 Division 1,2021-04-29,2021-04-29
2451,55047,14473,2,Standard,TOUR_1,2021-04-29,2021-04-29
2452,55046,11327,1,Standard,IoMT Spring 2521 : Playoffs,2021-04-29,2021-04-29
2453,55045,7922,5,Standard,Bar Brawl CII - Lo,2021-04-29,2021-04-29
2454,55044,7922,5,Standard,Bar Brawl CI - Mid,2021-04-29,2021-04-29
2455,55042,13262,2,Standard,Imodium Challenge III,2021-04-29,2021-04-29
2456,55039,1275,1,Standard,Ulthuan Invitational XVII,2021-04-29,2021-04-29
2457,55038,7922,5,Standard,Bar Brawl C - Mid,2021-04-28,2021-04-28
2458,55036,12917,2,Standard,Walking dead,2021-04-28,2021-04-28
2459,55033,14394,2,Standard,Quarantroll Stunty Cup Season 2,2021-04-28,2021-04-28
2460,55032,12450,1,Standard,Season 6 Play Offs,2021-04-27,2021-04-27
2461,55031,13262,2,Standard,Diarrhea Cup XV,2021-04-27,2021-04-27
2462,55030,12674,3,Standard,Training1000 Pre Riaperture,2021-04-27,2021-04-27
2463,55029,14469,4,Standard,The Forgotten Albion Cup 2021,2021-04-27,2021-04-27
2464,55026,12673,1,Standard,Play-Off Season IV,2021-04-27,2021-04-27
2465,55017,14059,2,Standard,Balon Asesino Ahora SI II,2021-04-24,2021-04-24
2466,55016,10455,3,Standard,"CIBBL - Y8, Winter - Friendlies (Low)",2021-04-23,2021-04-23
2467,55015,10455,3,Standard,"CIBBL - Y8, Winter - Friendlies (Low-Mid)",2021-04-23,2021-04-23
2468,55014,10455,3,Standard,"CIBBL - Y8, Winter - Friendlies (Mid)",2021-04-23,2021-04-23
2469,55013,10455,3,Standard,"CIBBL - Y8, Winter - Friendlies (Mid-High)",2021-04-23,2021-04-23
2470,55012,10455,3,Standard,"CIBBL - Y8, Winter - Friendlies (High)",2021-04-23,2021-04-23
2471,55011,12581,1,Standard,BBBL Season IV - Plate,2021-04-23,2021-04-23
2472,55010,12581,1,Standard,BBBL Season IV - Playoffs,2021-04-23,2021-04-23
2473,55009,14360,1,Standard,,2021-04-23,2021-04-23
2474,55008,14041,4,Standard,ABBC May 2021 Event,2021-04-23,2021-04-23
2475,55006,13262,2,Standard,Diarrhea Cup XIV,2021-04-22,2021-04-22
2476,55005,14198,3,Standard,,2021-04-22,2021-04-22
2477,55001,11759,2,Standard,The Secret Tentacle Smack -I may be Hungry but I s,2021-04-22,2021-04-22
2478,54998,11759,2,Standard,Secret Tentcale Smack- Pearls before a swine divis,2021-04-22,2021-04-22
2479,54997,7922,5,Standard,Bar Brawl LXVIII - Hi,2021-04-22,2021-04-22
2480,54996,7922,5,Standard,Bar Brawl CI - Lo,2021-04-21,2021-04-21
2481,54995,7922,5,Standard,Bar Brawl XCIX - Mid,2021-04-21,2021-04-21
2482,54994,2294,1,Standard,Royal Rookie Rumble 482,2021-04-21,2021-04-21
2483,54993,13755,2,Standard,Steelforce Cup 21,2021-04-21,2021-04-21
2484,54988,14341,1,Standard,Playoffs,2021-04-21,2021-04-21
2485,54986,14065,1,Standard,Season 1 Finals!!,2021-04-21,2021-04-21
2486,54984,12451,3,Standard,MOBL Fumbbl S2,2021-04-20,2021-04-20
2487,54982,10388,1,Standard,One and a Halfth Invitational Finals,2021-04-20,2021-04-20
2488,54980,14453,2,Standard,Block I,2021-04-19,2021-04-19
